"caller_id","callee_id","date","time","call_duration","cell_id","imei"
"76989815350","1000500308","20080307","16:17:13","52","1CF4","3516490107724487"
"76989815350","1239815337","20080305","14:53:39","255","930","3516490107724487"
"76989815350","1239815337","20080307","08:16:13","49","931","3516490107724487"
"76989815350","4180200301","20080307","09:21:54","16","0AFC","3516490107724487"
"76989815350","11639815439","20080307","13:30:38","17","51","3516490107724487"
"76989815350","11639815439","20080303","17:06:57","52","819","3516490107724487"
"76989815350","11639815439","20080305","15:41:39","24","819","3516490107724487"
"76989815350","11639815439","20080305","15:13:15","50","930","3516490107724487"
"76989815350","11639815439","20080305","15:00:36","23","930","3516490107724487"
"76989815350","11639815439","20080305","19:26:20","54","930","3516490107724487"
"76989815350","11639815439","20080305","15:55:59","16","07DC","3516490107724487"
"76989815350","11639815439","20080305","18:10:50","72","07DC","3516490107724487"
"76989815350","11639815439","20080305","17:53:52","27","07DD","3516490107724487"
"76989815350","11639815439","20080305","08:48:54","23","07F9","3516490107724487"
"76989815350","16570200302","20080303","08:42:27","34","1C9A","3516490107724487"
"76989815350","17858815332","20080305","07:52:59","38","930","3516490107724487"
"76989815350","20680000100","20080304","18:45:16","8","930","3516490107724487"
"76989815350","21766317538","20080301","17:50:44","30","867","3516490107724487"
"76989815350","21766317538","20080307","09:26:14","55","1CA3","3516490107724487"
"76989815350","24395816332","20080304","10:50:23","1","818","3516490107724487"
"76989815350","24395816332","20080304","10:50:50","13","818","3516490107724487"
"76989815350","24395816332","20080305","09:44:50","40","930","3516490107724487"
"76989815350","24395816332","20080305","08:54:02","20","07DC","3516490107724487"
"76989815350","24395816332","20080303","08:29:28","2","07FA","3516490107724487"
"76989815350","24395816332","20080303","08:29:43","37","07FA","3516490107724487"
"76989815350","24395816332","20080305","10:11:08","67","07FB","3516490107724487"
"76989815350","24395816332","20080305","09:52:11","13","08E1","3516490107724487"
"76989815350","24395816332","20080305","10:18:20","14","1C99","3516490107724487"
"76989815350","24395816332","20080305","10:02:39","10","1C99","3516490107724487"
"76989815350","26664416538","20080305","19:25:00","21","930","3516490107724487"
"76989815350","26664416538","20080305","19:25:34","20","930","3516490107724487"
"76989815350","28063310538","20080307","14:24:34","8","03D7","3516490107724487"
"76989815350","32829815339","20080307","14:04:12","15","16","3516490107724487"
"76989815350","32829815339","20080301","08:37:52","115","930","3516490107724487"
"76989815350","32829815339","20080302","16:51:43","34","930","3516490107724487"
"76989815350","32829815339","20080305","09:21:56","21","930","3516490107724487"
"76989815350","32829815339","20080305","14:16:09","234","930","3516490107724487"
"76989815350","32829815339","20080305","13:56:37","65","931","3516490107724487"
"76989815350","32829815339","20080307","11:03:02","16","002C","3516490107724487"
"76989815350","32829815339","20080303","14:38:38","63","07DD","3516490107724487"
"76989815350","32829815339","20080303","15:53:14","24","07FA","3516490107724487"
"76989815350","32829815339","20080306","11:03:17","173","082C","3516490107724487"
"76989815350","32829815339","20080303","16:42:23","40","09A8","3516490107724487"
"76989815350","32829815339","20080306","17:01:47","21","0A97","3516490107724487"
"76989815350","32829815339","20080306","14:21:53","61","1C9A","3516490107724487"
"76989815350","33209815431","20080302","08:54:14","91","930","3516490107724487"
"76989815350","33209815431","20080302","08:57:01","34","930","3516490107724487"
"76989815350","33209815431","20080302","09:06:06","6","930","3516490107724487"
"76989815350","33209815431","20080302","08:58:31","11","0AFC","3516490107724487"
"76989815350","34518815437","20080307","12:54:31","46","51","3516490107724487"
"76989815350","34518815437","20080307","12:55:35","21","51","3516490107724487"
"76989815350","34518815437","20080303","21:04:00","14","821","3516490107724487"
"76989815350","34518815437","20080304","07:48:35","12","821","3516490107724487"
"76989815350","34518815437","20080303","18:53:41","18","930","3516490107724487"
"76989815350","34518815437","20080303","18:57:05","63","930","3516490107724487"
"76989815350","34518815437","20080303","19:28:19","32","930","3516490107724487"
"76989815350","34518815437","20080304","19:42:22","90","930","3516490107724487"
"76989815350","34518815437","20080304","07:26:24","37","931","3516490107724487"
"76989815350","34518815437","20080307","17:45:55","25","931","3516490107724487"
"76989815350","34518815437","20080305","10:55:42","49","07DC","3516490107724487"
"76989815350","35577310538","20080303","20:14:40","20","930","3516490107724487"
"76989815350","35577310538","20080303","16:00:58","1","08D5","3516490107724487"
"76989815350","35577310538","20080303","16:28:45","57","09A7","3516490107724487"
"76989815350","35577310538","20080305","20:43:27","2","0AFC","3516490107724487"
"76989815350","35577310538","20080303","16:14:54","9","1C35","3516490107724487"
"76989815350","36655816333","20080307","13:02:26","38","51","3516490107724487"
"76989815350","36655816333","20080302","14:53:50","13","805","3516490107724487"
"76989815350","36655816333","20080302","14:54:18","15","819","3516490107724487"
"76989815350","36655816333","20080302","14:44:26","102","819","3516490107724487"
"76989815350","36655816333","20080301","14:49:27","23","07FA","3516490107724487"
"76989815350","36655816333","20080301","15:37:50","11","07FA","3516490107724487"
"76989815350","36655816333","20080301","15:44:03","34","07FA","3516490107724487"
"76989815350","42225816238","20080306","16:42:59","58","860","3516490107724487"
"76989815350","42225816238","20080301","17:47:14","32","096B","3516490107724487"
"76989815350","48412618732","20080304","14:36:24","1","930","3516490107724487"
"76989815350","48412618732","20080304","14:36:46","16","930","3516490107724487"
"76989815350","49899815432","20080307","13:40:20","20","51","3516490107724487"
"76989815350","49899815432","20080304","10:25:47","46","263","3516490107724487"
"76989815350","49899815432","20080303","09:40:11","21","265","3516490107724487"
"76989815350","49899815432","20080302","09:23:02","13","817","3516490107724487"
"76989815350","49899815432","20080302","14:49:32","30","819","3516490107724487"
"76989815350","49899815432","20080302","14:54:48","7","819","3516490107724487"
"76989815350","49899815432","20080302","14:43:29","26","819","3516490107724487"
"76989815350","49899815432","20080303","14:13:07","28","819","3516490107724487"
"76989815350","49899815432","20080305","18:09:08","84","819","3516490107724487"
"76989815350","49899815432","20080301","16:16:57","186","821","3516490107724487"
"76989815350","49899815432","20080303","21:08:15","12","821","3516490107724487"
"76989815350","49899815432","20080304","07:43:13","9","821","3516490107724487"
"76989815350","49899815432","20080306","16:12:41","70","860","3516490107724487"
"76989815350","49899815432","20080301","17:04:36","71","930","3516490107724487"
"76989815350","49899815432","20080301","17:22:01","32","930","3516490107724487"
"76989815350","49899815432","20080302","08:56:03","47","930","3516490107724487"
"76989815350","49899815432","20080302","11:34:30","16","930","3516490107724487"
"76989815350","49899815432","20080302","11:32:21","39","930","3516490107724487"
"76989815350","49899815432","20080302","11:36:08","23","930","3516490107724487"
"76989815350","49899815432","20080302","13:26:10","37","930","3516490107724487"
"76989815350","49899815432","20080302","14:29:36","15","930","3516490107724487"
"76989815350","49899815432","20080302","16:40:31","36","930","3516490107724487"
"76989815350","49899815432","20080302","17:30:01","21","930","3516490107724487"
"76989815350","49899815432","20080302","18:48:10","31","930","3516490107724487"
"76989815350","49899815432","20080303","13:35:36","60","930","3516490107724487"
"76989815350","49899815432","20080303","19:55:28","81","930","3516490107724487"
"76989815350","49899815432","20080303","20:13:03","12","930","3516490107724487"
"76989815350","49899815432","20080303","20:16:48","49","930","3516490107724487"
"76989815350","49899815432","20080304","07:03:36","23","930","3516490107724487"
"76989815350","49899815432","20080304","11:11:08","16","930","3516490107724487"
"76989815350","49899815432","20080304","16:26:43","224","930","3516490107724487"
"76989815350","49899815432","20080304","18:05:55","337","930","3516490107724487"
"76989815350","49899815432","20080304","21:52:49","114","930","3516490107724487"
"76989815350","49899815432","20080304","22:04:15","1","930","3516490107724487"
"76989815350","49899815432","20080305","09:10:16","40","930","3516490107724487"
"76989815350","49899815432","20080305","08:12:59","79","930","3516490107724487"
"76989815350","49899815432","20080305","14:45:16","128","930","3516490107724487"
"76989815350","49899815432","20080305","11:46:39","33","930","3516490107724487"
"76989815350","49899815432","20080306","06:42:34","89","930","3516490107724487"
"76989815350","49899815432","20080306","08:45:33","25","930","3516490107724487"
"76989815350","49899815432","20080306","13:26:34","79","930","3516490107724487"
"76989815350","49899815432","20080307","08:04:12","17","930","3516490107724487"
"76989815350","49899815432","20080307","21:40:58","160","930","3516490107724487"
"76989815350","49899815432","20080302","11:00:49","22","931","3516490107724487"
"76989815350","49899815432","20080307","08:15:41","12","931","3516490107724487"
"76989815350","49899815432","20080307","18:03:46","37","931","3516490107724487"
"76989815350","49899815432","20080307","18:23:35","61","931","3516490107724487"
"76989815350","49899815432","20080307","11:32:40","24","002C","3516490107724487"
"76989815350","49899815432","20080307","11:33:33","72","002C","3516490107724487"
"76989815350","49899815432","20080307","14:38:26","11","02A9","3516490107724487"
"76989815350","49899815432","20080303","11:25:03","14","07DB","3516490107724487"
"76989815350","49899815432","20080303","08:52:37","32","07DC","3516490107724487"
"76989815350","49899815432","20080303","14:40:16","54","07DD","3516490107724487"
"76989815350","49899815432","20080305","10:56:50","64","07DD","3516490107724487"
"76989815350","49899815432","20080307","07:56:52","31","07DD","3516490107724487"
"76989815350","49899815432","20080307","08:41:55","61","07DD","3516490107724487"
"76989815350","49899815432","20080306","18:44:33","29","07E7","3516490107724487"
"76989815350","49899815432","20080301","14:10:17","31","07FA","3516490107724487"
"76989815350","49899815432","20080301","10:10:37","17","07FA","3516490107724487"
"76989815350","49899815432","20080301","11:27:09","10","07FA","3516490107724487"
"76989815350","49899815432","20080301","15:25:35","22","07FA","3516490107724487"
"76989815350","49899815432","20080301","15:01:26","20","07FA","3516490107724487"
"76989815350","49899815432","20080303","08:59:46","16","07FA","3516490107724487"
"76989815350","49899815432","20080303","08:01:01","58","07FA","3516490107724487"
"76989815350","49899815432","20080303","09:05:11","30","07FA","3516490107724487"
"76989815350","49899815432","20080303","09:03:51","41","07FA","3516490107724487"
"76989815350","49899815432","20080306","14:24:40","22","07FA","3516490107724487"
"76989815350","49899815432","20080305","10:09:45","51","07FB","3516490107724487"
"76989815350","49899815432","20080305","10:19:24","27","07FB","3516490107724487"
"76989815350","49899815432","20080307","18:56:51","37","080E","3516490107724487"
"76989815350","49899815432","20080306","11:01:48","20","082C","3516490107724487"
"76989815350","49899815432","20080306","16:44:14","37","085F","3516490107724487"
"76989815350","49899815432","20080306","09:49:43","10","08D5","3516490107724487"
"76989815350","49899815432","20080303","21:04:40","10","08D6","3516490107724487"
"76989815350","49899815432","20080302","11:04:26","22","08E1","3516490107724487"
